Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
36786.0,37541.0,36735.0,37493.0,-6.5338099375367165e-09,3.012900920235552,85.47747614681793,2020/07/14,37162.614104543325,37113.49492016771,27710.400296584634,9403.094623583074,,,,
36785.0,37542.0,36740.0,37495.0,-4.489265847951174e-09,2.8387747461529216,85.22359813510047,2020/07/15,37162.614104538836,37116.33369491386,27628.015473195686,9488.318221718175,,,,
36785.0,37541.0,36742.0,37497.0,1.2238160707056522e-08,2.6747117597042234,84.96998103432088,2020/07/16,37162.614104551074,37119.008406673565,27545.720203921068,9573.288202752496,,,,
36786.0,37540.0,36745.0,37500.0,-1.2005330063402653e-09,2.520130509896262,84.71665407892942,2020/07/17,37162.61410454987,37121.52853718346,27463.52368035204,9658.004856831425,,,,
36785.0,37541.0,36747.0,37502.0,1.6661942936480045e-09,2.3744831600342877,84.46364467676176,2020/07/18,37162.61410455154,37123.903020343496,27381.43451883531,9742.468501508187,,,,
36785.0,37541.0,36750.0,37504.0,9.094947017729282e-10,2.2372532133595087,84.21097853344327,2020/07/19,37162.61410455245,37126.140273556855,27299.460793515223,9826.67948004163,,,,
36785.0,37542.0,36752.0,37505.0,-3.2014213502407074e-10,2.1079542826264515,83.95867971932239,2020/07/20,37162.61410455213,37128.24822783948,27217.61006807853,9910.638159760952,,,,
36785.0,37541.0,36753.0,37509.0,-1.382431946694851e-10,1.9861279997421661,83.70677078354129,2020/07/21,37162.61410455199,37130.234355839224,27135.88942529473,9994.344930544494,,,,
36785.0,37541.0,36755.0,37511.0,-2.9103830456733704e-11,1.8713425357927918,83.4552728347935,2020/07/22,37162.61410455196,37132.10569837502,27054.30549499573,10077.800203379287,,,,
36785.0,37541.0,36756.0,37512.0,-2.473825588822365e-10,1.7631910798081663,83.20420562430627,2020/07/23,37162.614104551714,37133.868889454825,26972.86448045123,10161.004409003594,,,,
36785.0,37542.0,36757.0,37514.0,-2.255546860396862e-10,1.6612899007013766,82.95358765137644,2020/07/24,37162.61410455149,37135.530179355526,26891.572182700555,10243.95799665497,,,,
36785.0,37541.0,36761.0,37515.0,7.130438461899757e-10,1.5652779023293988,82.7034361879414,2020/07/25,37162.6141045522,37137.095457257856,26810.434024414943,10326.661432842911,,,,
